name,album,artists,"""popularity""",disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,track_number
Lover's Cross,Beautiful People: The Greatest Hits of Melanie,['Melanie'],0.617583549,1,FALSE,0.31,0.463,8,-8.321,1,0.048,0.573,0,0.0935,0.548,199.2,264693,4,1999,7/1/1999,7
Song for Susan - 2005 Remaster,"Rhino Hi-Five: Crosby, Stills & Nash","['Crosby, Stills & Nash']",0.596533173,1,FALSE,0.571,0.219,9,-14.894,0,0.0269,0.677,0.00156,0.0821,0.168,97.817,186920,3,2006,9/26/2006,4
Inside The Spirit Realm,Lucid Dreaming,['Deosil'],0.922184073,1,FALSE,0.503,0.579,9,-11.333,1,0.0272,0.678,0.962,0.331,0.479,140.098,419613,4,2007,6/13/2007,6
Charkhesh-e Pooch - Live,Triple Distilled: Live At Yoshi's,['Kiosk'],0.828104096,1,FALSE,0.378,0.279,4,-15.632,0,0.121,0.767,0.00247,0.704,0.262,86.709,214227,3,2010,10/8/2010,3
Sake And Venom,Loud Music,['David Grissom'],0.06614637,1,FALSE,0.55,0.877,7,-5.672,1,0.0345,0.0019,0.00222,0.1,0.744,126.034,257373,4,2007,1/1/2007,5
Soft And Furry,It Still Ain't Easy,['Long John Baldry'],0.487798474,1,FALSE,0.402,0.304,10,-15.569,0,0.0348,0.785,2.39E-05,0.101,0.398,95.521,182800,4,1991,9/24/1991,14
double you see is an acronym four,An introduction to sex rock,['Drew Danburry'],0.452995049,1,FALSE,0.698,0.738,9,-7.907,1,0.341,0.63,0,0.0847,0.66,94.058,361507,4,2005,6/20/2005,6
Shadow Boxing,Every Part Of Me,['William Woods'],0.530542458,1,FALSE,0.651,0.558,2,-11.748,1,0.033,0.35,0.879,0.0846,0.203,93.022,261587,4,2005,12/21/2005,10
Heavy Head,Pursuit,['Liz Clark'],0.991189559,1,FALSE,0.585,0.237,2,-11.793,1,0.0308,0.653,1.65E-06,0.102,0.283,131.927,228107,4,2008,9/3/2008,6
Heaven on Earth (A Gift from Claire),My Beautiful Nightmare,['Coe Evans'],0.374681966,1,FALSE,0.32,0.472,1,-9.266,1,0.0297,0.0583,0.38,0.101,0.0474,154.623,146187,3,2020,7/24/2020,17
Yaylavor Yar,Miniatures,['Gevorg Dabaghyan'],0.636220158,1,FALSE,0.516,0.2,3,-11.848,1,0.061,0.995,0.93,0.136,0.275,127.678,147147,4,2005,4/15/2005,6
Medicine Head,Front to Back,['Wasnatch'],0.514196517,1,FALSE,0.597,0.659,7,-4.236,1,0.0492,0.14,0,0.213,0.701,153.695,306273,4,2013,3/21/2013,9
New Days,Grief and Gratitude,['Curt Armstrong'],0.876136368,1,FALSE,0.486,0.136,2,-16.92,1,0.0328,0.969,0.143,0.111,0.241,134.86,317813,4,2014,7/31/2014,5
Arbor Vitae,Tree of Life,"['Mark Seelig', 'Loren Nerell']",0.419500632,1,FALSE,0.145,0.0165,8,-23.512,1,0.0502,0.962,0.0609,0.119,0.0736,104.089,652600,4,2014,5/13/2014,6
Tomcattin',"Songs of Love, Money, and Misery",['Brandon Santini'],0.832588194,1,FALSE,0.424,0.813,5,-3.286,1,0.0855,0.613,0.137,0.189,0.846,102.255,234453,4,2011,5/24/2011,6
Lovin' For,Cerebellum,['Bounty'],0.093794472,1,FALSE,0.177,0.183,2,-17.723,1,0.0332,0.23,0.713,0.111,0.491,86.913,162840,5,1998,1/1/1998,4
Galway Bay / The Drunken Sailor - Live,An Evening with Kevin Burke (Live),['Kevin Burke'],0.084525396,1,FALSE,0.61,0.423,0,-12.586,1,0.434,0.989,0.0305,0.864,0.969,81.72,236719,4,2018,8/17/2018,17
Hail the Chap,O.G. Original Gentleman,['Mr.B The Gentleman Rhymer'],0.070566194,1,TRUE,0.784,0.811,0,-5.843,1,0.0833,0.0574,1.40E-05,0.102,0.96,113.942,172412,4,2011,7/25/2011,2
I,Midnight Request Line / I,['Skream'],0.429650399,1,FALSE,0.696,0.631,6,-10.195,0,0.0676,0.00409,0.573,0.661,0.432,137.021,257427,4,2005,11/7/2005,2
Fight Me (feat. Alateya),Hard Bass Is Back,"['XS Project', 'Alateya']",0.651472355,1,FALSE,0.774,0.963,11,-4.788,0,0.122,0.000284,0.346,0.0787,0.91,149.992,294400,4,2018,3/11/2018,18
"Concert for Small Orchestra, Op. 34: III. Presto",Roussel: Symphony No. 4,"['Albert Roussel', 'Royal Scottish National Orchestra', 'Stéphane Denève']",0.069390927,1,FALSE,0.373,0.173,5,-22.86,1,0.0345,0.947,0.866,0.222,0.311,114.553,202987,4,2010,3/30/2010,11
I'm Faded,Strictly Business,['Og Rome'],0.435640363,1,FALSE,0.834,0.566,2,-9.873,1,0.21,0.00343,4.84E-06,0.133,0.163,123.069,169039,4,2017,12/25/2017,17
Sullen Eyes,Jennifer Peterson,['Jennifer Peterson'],0.993150055,1,FALSE,0.695,0.498,5,-10.114,1,0.0356,0.0382,0.00157,0.108,0.467,130.747,164560,4,2001,7/27/2001,7
I'm Playing With Fire,16 Most Requested Songs,['Guy Lombardo'],0.377060581,1,FALSE,0.538,0.109,7,-17.74,1,0.0489,0.991,0.0171,0.405,0.187,117.788,188707,4,1989,6/13/1989,13
Street-Light17.02.02.20u45,Project>Soundwave: An Exploration into the Nature of Sound,['Maria Blondeel'],0.652115014,1,FALSE,0.22,0.139,4,-20.107,1,0.186,0.511,0.956,0.103,0.0518,51.015,139160,4,2004,1/1/2004,9
Slam Dunk (Da Funk),5ive,['Five'],0.761577491,1,FALSE,0.721,0.923,2,-3.986,1,0.0444,0.023,0.0023,0.206,0.861,100.044,216000,4,1998,6/22/1998,1
Idle,Twelves,['Bagheera'],0.721215567,1,FALSE,0.55,0.832,9,-6.941,1,0.0329,0.000944,1.73E-05,0.141,0.404,134.97,142920,4,2004,2/9/2004,13
Rain Is Coming (Acoustic Version),Mutitjulu (Uluru) Regional Partnership Compilation,"['Nathan Regitt, BobbyRandall']",0.526565298,1,FALSE,0.607,0.406,11,-12.328,0,0.0414,0.527,5.24E-05,0.103,0.254,124.492,115440,4,2006,3/7/2006,6
Nothing Charming,You Can't Make Everybody Like You,['Sara Radle'],0.857951515,1,FALSE,0.369,0.254,9,-16.784,1,0.0327,0.649,0.0135,0.163,0.142,159.953,270867,3,2004,2004,4
"The Creation, Hob. XXI:2: Part II, No.14: Und Gott sprach: Es bringe das Wasser in der Fulle hervor (And God said: Let the waters bring forth abundantly) (Gabriel)",Haydn: Schöpfung (Die) (The Creation),"['Franz Joseph Haydn', 'Sunhae Im', 'Jan Kobow', 'Hanno Müller-Brachmann', 'Max Ciolek', 'Christine Wehler', 'Cologne Vocal Ensemble', 'Capella Augustina', 'Andreas Spering']",0.47597568,1,FALSE,0.654,0.0367,10,-23.57,1,0.0995,0.952,0,0.102,0.645,104.159,24893,4,2005,4/1/2005,15
Turquoise House,Transnormal Skiperoo,['Jim White'],0.490537471,1,FALSE,0.636,0.57,0,-9.564,1,0.0426,0.64,6.45E-05,0.113,0.72,81.062,200213,4,2007,2007,7
Harbour Song,Don't Be Blue,['The Boxcar Boys'],0.72767429,1,FALSE,0.558,0.0851,5,-14.046,1,0.0475,0.929,0.568,0.101,0.644,131.096,188693,4,2011,6/1/2011,8
Primera Parte Y Final,Obra Completa En RCA - Vol.6,['Aníbal Troilo Y Su Orquesta Típica'],0.219857724,1,FALSE,0.242,0.416,3,-10.087,1,0.043,0.982,0.857,0.243,0.417,83.606,323454,3,1997,7/13/1997,14
Raise Your Love,Slang (Deluxe Edition),['Def Leppard'],0.608612747,1,FALSE,0.598,0.863,4,-9.263,1,0.0472,0.000541,0.007,0.0471,0.552,99.586,181571,4,2014,2/11/2014,18
Lag,Artificial Love,['Manchino'],0.949176294,1,FALSE,0.484,0.753,6,-9.15,1,0.0338,0.0585,0.498,0.0968,0.353,149.987,334661,1,2018,10/31/2018,6
Nedari-ing,Colorful World,['Seira Kariya'],0.905344437,1,FALSE,0.505,0.767,6,-3.62,1,0.038,0.0163,0,0.106,0.508,126.97,175465,4,2016,6/15/2016,4
Chiklets - Bonus Track,Radio Ethiopia,['Patti Smith'],0.707002397,1,FALSE,0.495,0.252,11,-19.272,0,0.0778,0.728,0.167,0.421,0.14,86.468,397680,4,1976,1976,9
Still Not Over You,Lauren Wood,"['Lauren Wood', 'Ron Cohen']",0.494527234,1,FALSE,0.521,0.233,0,-13.781,1,0.0296,0.792,1.65E-05,0.185,0.206,138.203,202973,4,1999,1999,7
My Bubble (Live),Live at the Backroom,['Marshall & the Fro'],0.280881922,1,FALSE,0.45,0.746,2,-8.369,1,0.0439,0.000926,0.498,0.974,0.271,121.995,360808,4,2018,9/30/2018,1
Geisha Boys And Temple Girls,* Naked As Advertised – Versions 08,['Heaven 17'],0.51963596,1,FALSE,0.746,0.54,10,-10.147,0,0.0336,0.00228,0.496,0.0566,0.257,126.96,262653,4,2008,2008,2
Hard to Say Goodbye,After Hours,['Vibes Alive'],0.138631609,1,FALSE,0.582,0.383,3,-13.012,1,0.029,0.781,0.736,0.161,0.211,142.173,206286,3,2008,3/21/2008,3
My Kind Of Love,Haven't We Met?,['Diane Hubka'],0.704253445,1,FALSE,0.498,0.333,5,-13.859,0,0.0694,0.903,1.07E-05,0.103,0.609,169.944,232453,4,2004,11/9/2004,7
Sore Thumb,Interventions and Lullabies,['The Format'],0.075493518,1,FALSE,0.335,0.821,1,-4.241,0,0.0307,0.0029,0.000246,0.0672,0.664,79.622,198667,4,2003,10/21/2003,8
hard rain,deep end / hard rain,['Lykke Li'],0.546558103,1,FALSE,0.489,0.343,2,-9.991,1,0.0389,0.678,1.80E-06,0.0516,0.109,72.074,210982,4,2018,4/19/2018,2
The Lark: Spring Song,Sounds Sublime,['The Sixteen'],0.829986999,1,FALSE,0.405,0.426,2,-20.532,0,0.244,0.985,0.366,0.282,0.195,86.357,114147,3,2009,9/1/2009,13
La Gota Fria,"Preparate, Vol. 2",['Grupo Niche'],0.747597197,1,FALSE,0.795,0.53,5,-11.591,1,0.0506,0.752,1.74E-05,0.143,0.923,90.004,327733,4,2000,1/1/2000,7
Audio X (feat. Barron Ricks),IV,"['Cypress Hill', 'Barron Ricks']",0.754407046,1,TRUE,0.618,0.599,7,-14.274,1,0.455,0.106,0.000237,0.143,0.683,157.888,199267,4,1998,10/6/1998,6
Write You A Letter,Marina's Owl,['Wendy Beckerman'],0.327223678,1,FALSE,0.586,0.442,0,-13.654,1,0.0457,0.263,0,0.0597,0.616,168.079,117067,4,1994,1/1/1994,12
Prophecy,Endless,['Magic Sword'],0.021466778,1,FALSE,0.529,0.681,1,-11.719,0,0.0334,0.526,0.718,0.398,0.551,109.972,298000,4,2020,3/27/2020,6
Silverio,"Encerrona Con Oscar Chávez, vol. 4","['Óscar Chávez', 'Mariachi Oro Juvenil']",0.624948092,1,FALSE,0.527,0.255,2,-16.271,1,0.0668,0.394,0,0.064,0.633,124.489,190133,4,1991,7/15/1991,12
"Oboe Sonata in G Minor, S. 265: IV. Allegro",Heinichen: Concertos & Sonatas,"['Johann David Heinichen', 'Alessandro Pique', 'Epoca Barocca']",0.375932696,1,FALSE,0.585,0.172,6,-19.145,0,0.043,0.791,0.938,0.0821,0.895,112.612,102827,1,2005,9/1/2005,23
Moon Blue,"Linn Super Audio Collection, Vol. 5","['Stevie Wonder', 'Akosua Busia', 'Carol Kidd', 'Nigel Clark']",0.112679061,1,FALSE,0.518,0.084,9,-20.268,0,0.0588,0.94,0.000382,0.11,0.309,148.763,212307,4,2011,8/8/2011,3
"L'histoire de Babar, le petit elephant (The Story of Babar, the Little Elephant), FP 129: XI. The Wedding Of Babar",Prokofiev: Peter and the Wolf / Britten: Young Person's Guide To the Orchestra (Children's Classics),"['Barry Humphries', 'Melbourne Symphony Orchestra']",0.482576666,1,FALSE,0.183,0.129,10,-19.81,0,0.0302,0.939,0.589,0.262,0.0959,65.594,79600,4,1997,9/12/1997,20
A Christmas Love Song,"Cabaret Christmas - Barbara Cook, Billy Strich, Julie Wilson, Kt Sullivan, Others",['Ann Hampton And Liz Callaway'],0.327395414,1,FALSE,0.327,0.0991,5,-20.922,1,0.0336,0.964,0.000522,0.0915,0.0703,76.318,250600,4,2007,10/9/2007,2
Alluring,I Love You: Instrumental Love Songs Playlist,['Bob Shafto'],0.400279922,1,FALSE,0.458,0.316,0,-15.232,1,0.0314,0.554,0.973,0.107,0.409,154.024,244988,4,2016,10/28/2016,13
"Clarinet Sonata in E-Flat Major, Op. 167: III. Lento",The Lyrical Clarinet,"['Camille Saint-Saëns', 'Michael Collins', 'Michael McHale']",0.394433757,1,FALSE,0.299,0.00305,3,-32.208,0,0.0463,0.956,0.921,0.0959,0.206,69.998,261667,5,2011,2011,10
Ancient Rime,Keep a Fire,['Amanda Rheaume'],0.551888663,1,FALSE,0.256,0.528,2,-8.092,1,0.0342,0.00672,0,0.387,0.114,183.82,205420,3,2013,7/26/2013,2
"Goldberg Variations, BWV 988 (Ed. F. Busoni): Variatio 22. a 1 Clav.","Bach: Goldberg Variations, BWV 988","['Johann Sebastian Bach', 'Ferruccio Busoni', 'Tzimon Barto']",0.139576081,1,FALSE,0.553,0.125,7,-16.886,1,0.0494,0.987,0.92,0.0976,0.103,96.677,92480,3,2015,5/5/2015,23
Fata Morgana,Grave Intentions,['Summer of Blood'],0.008547376,1,FALSE,0.251,0.985,6,-1.545,1,0.0882,0.00117,0.232,0.135,0.122,160.188,193533,4,2020,3/10/2020,12
"A Place In TimeTo Put Time In It's Place, Do You Have A Job?, Das Vedanya, Mertz, Credits, So What Was I Looking For?",Negativland Presents Over The Edge Vol. 7: Time Zones Exchange Project,['Negativland'],0.555318465,2,FALSE,0.326,0.284,8,-21.66,1,0.239,0.836,6.67E-05,0.126,0.492,71.182,571933,3,1994,1994,10
Still Got This Thing,80's Rock Beyond the Hits,['Alannah Myles'],0.31080482,1,FALSE,0.581,0.789,9,-12.168,1,0.0439,0.00556,0.00272,0.316,0.674,124.175,277173,4,2018,6/29/2018,6
Man On Fire,Rolling Stone,['Flash Wilks'],0.478878569,1,TRUE,0.599,0.643,7,-12.349,1,0.0695,0.000547,8.53E-05,0.155,0.258,155.959,185706,4,2013,5/10/2013,19
Uncle Peck,Brindica,['Ted Piltzecker'],0.017868005,1,FALSE,0.761,0.35,9,-12.801,0,0.0314,0.372,0.613,0.073,0.233,98,313600,4,2018,11/9/2018,2
Coastline,Waves Are Universal,['Rachel Goswell'],0.503487864,1,FALSE,0.42,0.902,9,-5.405,0,0.0373,0.631,0.409,0.346,0.358,92.007,343133,4,2003,12/8/2003,7
RMM Special Dub,Metro Area 7,['Metro Area'],0.375162126,1,FALSE,0.806,0.487,9,-8.477,1,0.0615,0.000598,0.679,0.0291,0.787,124.787,204280,4,2007,11/19/2007,3
"Piano Quintet, Op. 81 in A: Allegro, ma non tanto","Rubinstein Collection, Vol. 67: Brahms: Piano Quintet, Op. 34; Dvorák: Piano Quintet, Op. 81","['Antonín Dvořák', 'Arthur Rubinstein']",0.130319193,1,FALSE,0.264,0.236,9,-14.757,1,0.0396,0.969,0.205,0.0845,0.173,84.307,668000,4,1999,10/12/1999,5
Insomnia,Travels in the South,['Chris Stamey'],0.26686607,1,FALSE,0.485,0.249,4,-11.034,0,0.0281,0.6,0.00629,0.0962,0.0385,105.688,357680,4,2004,6/15/2004,4
La Donna del Lago (O fiamma soave),The Rossini Tenor,"['Rockwell Blake', 'London Symphony Orchestra', 'Ambrosian Choir', 'John McCarthy']",0.602854294,1,FALSE,0.275,0.152,4,-16.973,1,0.0404,0.987,0.00771,0.0845,0.0644,88.865,535840,5,2011,10/17/2011,6
Is there any room for me?,I Like This One,['Joe Stilgoe'],0.765980474,1,FALSE,0.373,0.16,0,-12.566,0,0.0331,0.906,0.000192,0.136,0.182,138.303,298453,3,2008,10/13/2008,5
"Das Orgelbuchlein, BWV 599-644 (arr. L. Stokowski): Orgelbuchlein: Nun komm, der Heiden Heiland, BWV 599 (arr. L. Stokowski)","Bach, J.S. / Purcell / Handel: Stokowski Transcriptions","['Johann Sebastian Bach', 'Leopold Stokowski', 'Bournemouth Symphony Orchestra', 'José Serebrier']",0.646923483,1,FALSE,0.177,0.0276,7,-31.256,0,0.0468,0.975,0.915,0.113,0.0576,121.004,307733,4,2006,9/1/2006,8
In Germany Before the War,Undercard,['The Extra Lens'],0.495154244,1,FALSE,0.431,0.0212,5,-22.77,1,0.0483,0.983,0.566,0.101,0.23,95.737,243627,4,2010,10/19/2010,9
Olu's House,The Optimist,"['Naji', 'elias, if only', 'Patches', 'Martin j. Ballou', 'RNDYSVGE', 'Gracy Hopkins', 'The Kount']",0.133658822,1,TRUE,0.759,0.704,11,-7.414,0,0.273,0.0148,0,0.451,0.557,130.019,280387,4,2017,6/23/2017,2
"La courte paille, FP 178: Le sommeil",Voyage à Paris,"['Francis Poulenc', 'Frederica von Stade']",0.61122109,1,FALSE,0.356,0.0191,7,-24.203,1,0.0696,0.991,0,0.113,0.105,82.29,124667,4,1994,12/16/1994,1
"Rinaldo, HWV 7: Rinaldo, HWV 7, Act II: Aria: Lascia ch'io pianga","Auger, Arleen: Arias",['Arleen Auger'],0.946628005,1,FALSE,0.158,0.0297,2,-29.811,1,0.0571,0.97,0.0903,0.137,0.0588,178.497,257373,3,2000,1/1/2000,5
She moved through the fair,Charlotte Church (US version),"['Traditional Irish Air', 'Charlotte Church', 'Sian Edwards']",0.872659123,1,FALSE,0.2,0.102,7,-17.281,0,0.0526,0.99,0.00805,0.0878,0.133,79.774,180573,3,1999,11/12/1999,12
Comfortable Silence,Spectrum of the Sky,['Break of Reality'],0.983598674,1,FALSE,0.322,0.156,2,-19.766,1,0.0384,0.93,0.822,0.127,0.523,127.605,109613,3,2009,5/15/2009,5
Shiki-no-kyoku,"The Art of the Koto, Vol. 2: From Yatsuhashi to Miyagi",['Nanae Yoshimura'],0.271188197,1,FALSE,0.336,0.0383,6,-22.438,0,0.0451,0.978,0.000374,0.0787,0.0692,99.369,788000,4,2001,1/1/2001,1
Sorrow,Something More,['Onemarlow'],0.861658165,1,FALSE,0.381,0.623,9,-6.947,0,0.0311,0.0641,0.0001,0.218,0.181,170.07,221693,4,2018,10/26/2018,1
"Orfeo ed Euridice: Act II, Scene 2: Arioso: Che puro ciel",Gluck: Orfeo Ed Euridice,"['Christoph Willibald Gluck', 'Kerstin Avemo', 'Ann-Christine Biel', 'Maya Boog', 'Drottningholm Theatre Chorus', 'Drottningholm Court Theatre Orchestra', 'Arnold Östman']",0.827107593,1,FALSE,0.228,0.048,6,-24.75,1,0.0411,0.974,0.00595,0.144,0.0537,126.028,265533,4,2002,8/14/2002,28
Lucky Monkeys,Kill City (Restored Edition),"['Iggy Pop', 'James Williamson']",0.816647342,1,FALSE,0.344,0.71,2,-8.325,1,0.0427,0.313,0.00186,0.494,0.544,111.68,219080,4,2010,10/19/2010,10
Winter Wonderland,Christmas Fiesta,['Juan Martinez'],0.859589821,1,FALSE,0.758,0.699,5,-7.613,0,0.0361,0.593,0.162,0.0391,0.878,121.896,243827,4,2014,1/1/2014,10
Article 475,La Pierre Soudée,"['Riotmiloo', 'Till Brüggemann']",0.850705426,1,FALSE,0.208,0.532,7,-9.542,0,0.058,0.0415,0.0019,0.113,0.148,81.716,242688,3,2015,6/23/2015,4
BHO 2020,Down In Texas,"['Slim Thug', 'Killa Kyleon', 'Mr. Lee']",0.000659339,1,TRUE,0.618,0.869,1,-4.835,0,0.243,0.0022,1.21E-05,0.357,0.383,83.548,220560,4,2020,7/24/2020,9
Year Zero,Indoctrine,['Blood Revolt'],0.5158737,1,FALSE,0.293,0.964,7,-5.04,1,0.105,5.70E-06,0.00135,0.0883,0.199,133.807,265920,4,2010,8/3/2010,7
Everyday Is A Winding Road,Everyday,['The Flying Pickets'],0.211731218,1,FALSE,0.695,0.507,0,-9.028,1,0.176,0.355,0,0.314,0.628,105.033,257120,4,2009,4/1/2009,1
Variation 7,"Schulhoff: Piano Works, Vol. 1","['Erwin Schulhoff', 'Caroline Weichert']",0.890057084,1,FALSE,0.52,0.141,2,-26.547,1,0.0528,0.99,0.854,0.139,0.816,169.347,51173,4,2012,3/6/2012,22
I'll Cry Awhile - Studio,The Razorback Rock & Roll Tapes,['Sonny Burgess & Bobby Crafford And The Pacers'],0.984414814,1,FALSE,0.586,0.767,11,-9.576,1,0.0498,0.739,0.0184,0.308,0.895,96.49,148907,4,2006,5/30/2006,25
Impressionable,Power and Strife,['Silver Cities'],0.781844433,1,FALSE,0.615,0.668,2,-6.37,1,0.0903,0.0506,0,0.159,0.573,147.944,145533,4,2007,1/1/2007,9
Sailor's Hornpipe,Traditions,['Maggie Sansone'],0.648146045,1,FALSE,0.546,0.307,7,-13.001,1,0.0387,0.414,2.41E-06,0.123,0.788,145.953,172133,4,1989,8/1/1989,5
"Sacred Concerto No. 5, ""Uslyshit tya Hospod' v den' pechali"" (May the Lord hear thee in the day of trouble): III. Let the king hear us","Bortniansky: Sacred Concertos, Vol. 1","['Dmitry Bortniansky', 'State Symphony Capella of Russia', 'Valery Polyansky']",0.578616622,1,FALSE,0.22,0.167,11,-23.343,1,0.051,0.994,0,0.0869,0.0986,131.855,126360,4,1999,5/1/1999,15
The Story of the Man Who Went Out Shooting,Shockheaded Peter,"['Walter Sickert', 'The Army of Broken Toys']",0.719328852,1,FALSE,0.734,0.558,4,-14.669,1,0.0357,0.134,0.307,0.24,0.915,130.936,259773,4,2015,3/6/2015,5
Vladimir Plugin,Baker's Dozen: Suff Daddy,['Suff Daddy'],0.023115364,1,FALSE,0.828,0.415,2,-9.536,0,0.212,0.367,0.0159,0.109,0.722,77.038,169070,4,2018,12/14/2018,6
#13 (Words To Say),Words to Say,['Shirk Circus'],0.179608909,1,FALSE,0.32,0.808,4,-9.135,1,0.0348,0.199,0.0241,0.418,0.732,95.869,126960,4,1994,1994,9
Yawn,Ocean Death,['Baths'],0.931077503,1,FALSE,0.278,0.35,6,-12.865,0,0.0526,0.595,2.23E-05,0.0733,0.31,81.988,220200,4,2014,5/6/2014,5
New Dreams,In the Land of Dreams,['Stanley Smith'],0.355135776,1,FALSE,0.849,0.364,1,-10.844,0,0.0409,0.402,0.00845,0.15,0.843,116.515,173560,4,2009,1/27/2009,8
Watercolor,Intermittent Plush,['The Accidentals'],0.773439359,1,FALSE,0.531,0.28,7,-11.534,1,0.0263,0.853,0,0.114,0.264,86.01,271427,4,2005,2/3/2005,2
Sabure (The Dylan Group's Home-Baked Live Version),Funfair,"[""Child's View""]",0.63191874,1,FALSE,0.371,0.455,0,-10.032,1,0.0284,0.803,0.924,0.0972,0.272,151.964,469813,4,1999,1/1/1999,6
Anything You Want,The Ground You Walk On,['Marty Casey'],0.827280275,1,FALSE,0.606,0.983,4,-2.991,1,0.0731,0.00729,0,0.211,0.712,107.974,185493,4,2017,5/26/2017,5
"Com Aḉucar, Com Afeto",Who Is It ?,['Ingrid Laubrock'],0.46176543,1,FALSE,0.766,0.0709,5,-18.197,0,0.0472,0.978,0.000442,0.11,0.212,122.282,222733,4,1998,1998,11
Get Away,Staying at Tamara's,['George Ezra'],0.959379191,1,FALSE,0.691,0.896,7,-4.882,1,0.0796,0.0912,0,0.124,0.94,140.069,154342,4,2018,3/23/2018,3
Never Know,Live 4 Fats,['Drama'],0.589567689,1,TRUE,0.756,0.609,2,-8.869,1,0.355,0.562,0,0.116,0.406,169.897,139059,4,2017,6/5/2017,6
Old Pages,In / Out,['Amsellem'],0.182788659,1,FALSE,0.475,0.53,6,-9.153,0,0.0372,0.648,0.000499,0.0761,0.274,135.573,290000,4,2018,11/15/2018,1
Petrouchka: Scene III: The Moor's Room: Valse,"Franck: Symphony, Stravinsky: Petrouchka","['Igor Stravinsky', 'Pierre Monteux']",0.796755275,1,FALSE,0.272,0.097,3,-26.538,0,0.0471,0.9,0.875,0.0802,0.0981,149.747,209133,4,1960,1960,10
Saltwater,PEACE,"['Spirit Fingers', 'Greg Spero']",0.421024266,1,FALSE,0.52,0.132,5,-18.887,0,0.041,0.913,0.803,0.19,0.254,113.016,237011,4,2020,6/12/2020,13
Cabinet of Death,Voiceless Prophet,['Apeiron'],0.825393593,1,FALSE,0.51,0.991,9,-4.823,1,0.0891,4.09E-05,0.323,0.0484,0.176,95.015,230667,4,2017,8/21/2017,3
Comme une gomme,Les Boys III,['Daniel Boucher'],0.702736999,1,FALSE,0.466,0.74,4,-6.272,1,0.0928,0.124,0.0537,0.446,0.483,144.054,354760,3,2005,11/22/2005,3
Mansfield Story,Mass,['Alastair Galbraith'],0.085184858,1,FALSE,0.118,0.171,2,-12.506,1,0.0422,0.0741,0.984,0.456,0.159,84.86,105520,4,2010,7/6/2010,21
Caste And Class,Come September: In Conversation with Howard Zinn,['Arundhati Roy'],0.678313271,1,FALSE,0.446,0.754,0,-11.34,1,0.951,0.921,0,0.4,0.275,47.276,303800,4,2002,2002,13
Faith,HOME,['John Butler Trio'],0.09930378,1,FALSE,0.621,0.73,2,-6.443,1,0.0323,0.225,0.0014,0.113,0.232,121.051,399387,4,2018,9/28/2018,7
Here Comes Santa Claus (Right Down Santa Claus Lane),The Classic Christmas Album,['Elvis Presley'],0.560629597,1,FALSE,0.579,0.342,2,-12.096,1,0.0417,0.953,0.00176,0.11,0.744,79.588,115600,4,2012,10/15/2012,13
会いたかった (戸島花ver.) - Hana Tojima Version,Set List Greatest Songs 2006-2007,['AKB48'],0.903835911,1,FALSE,0.638,0.648,11,-4.33,1,0.0877,0.113,0.0124,0.0692,0.967,128.191,16613,4,2006,2006,26
Sand Planet,"Colors of Goa, Compiled by Ovnimoon and Nova Fractal",['Tavi'],0.062557347,2,FALSE,0.301,0.931,9,-8.633,1,0.0417,0.15,0.897,0.0799,0.308,142.937,627208,4,2014,3/28/2014,3
Ghettoblaster,Counterfeit,['CIRRUS'],0.608508959,1,FALSE,0.667,0.975,5,-4.278,0,0.0728,0.0177,0.344,0.0912,0.805,131.986,370860,4,2002,1/1/2002,9
Democra Sees a Dead Body,Two of Clubs Presents... With Love and Rage,['The Human Animal'],0.624683805,1,TRUE,0.423,0.651,6,-9.062,1,0.373,0.0964,4.97E-06,0.71,0.47,94.059,352038,4,2010,7/4/2010,1
Armor and Flight,"Under the Floor, Over the Wall",['Abney Park'],0.33476483,1,FALSE,0.631,0.78,11,-6.945,1,0.0273,0.0256,0.0941,0.104,0.823,106.033,213000,4,2016,11/5/2016,3
All Around The World,All Around The World,['Ike Moriz'],0.904263368,1,FALSE,0.645,0.831,2,-5.746,1,0.0426,0.0105,6.12E-05,0.114,0.7,129.982,244547,4,2007,10/19/2007,7
Old Steam Train,Super Awesome Mega Rock,['Sharky Sharky'],0.983871974,1,FALSE,0.552,0.886,2,-4.843,1,0.0725,0.152,0,0.173,0.906,150.082,172893,4,2015,12/11/2015,7
How You Feel - Fabr.IQ remix,How You Feel,['Ping Trace'],0.444755323,1,FALSE,0.795,0.698,6,-10.645,1,0.0542,0.00316,0.827,0.266,0.49,127.99,472259,4,2010,9/29/2010,2
My Old Friend - Alt Studio Version,Breakdown (A Compilation 1995-2019),['Dave Kerzner'],0.340257004,1,FALSE,0.521,0.576,5,-9.486,1,0.0287,0.384,0.018,0.164,0.438,94.003,326021,4,2019,11/8/2019,8
Ja Ja Los Chistes Tan Tan Tan,Qué Público De Porquería (Show En Vivo),['Luis Pescetti'],0.451361602,1,FALSE,0.585,0.839,4,-11.031,0,0.444,0.732,0,0.874,0.534,87.656,67973,3,2005,1/1/2005,14
